,,Message/Text,Real/Fake,Sentiment
,,"Oct 14, 2020 22:42 (IST)
Health Minister asks hospitals to showcase importance of Covid-appropriate behaviour

Health Minister Harsh Vardhan asked the heads of all AIIMS and central government hospitals to be the frontrunners in showcasing the importance of Covid-appropriate behaviour, which will act as a ""social vaccine"" to curb the spread of the disease in the country, in view of the upcoming festival season and winter.

The next two-and-a-half months are going to be crucial in the battle against the coronavirus because of the winter and festive season, Mr Vardhan said as he urged people not to let their guard down and to follow Covid-appropriate behaviour to curb the spread of the infection, the health ministry said in a statement.",Real,Fact based
,,"Oct 14, 2020 22:20 (IST)
Congress leader PL Punia hospitalised after Covid positive test

Senior Congress leader and Rajya Sabha member PL Punia, who has tested positive for COVID-19, has been admitted to a private hospital in Uttar Pradesh's Ghaziabad district.

Mr Punia, 75, had in a tweet on Monday said he and his wife tested positive for the novel coronavirus after arrival in Delhi from Chhattisgarh capital Raipur.",Real,Fact based
,,"Oct 14, 2020 22:03 (IST)
Himachal Pradesh speaker tests positive for coronavirus

Himachal Pradesh Assembly Speaker Vipin Singh Parmar tested positive for coronavirus.

In a Facebook post, Mr Parmar said he had developed coronavirus symptoms two days ago. ""I have isolated myself at my official residence on doctors'' advice,"" he added.

So far, 13 legislators, including the speaker and CM Jai Ram Thakur, have contracted the virus.",Real,Fact based
,,"Oct 14, 2020 21:32 (IST)
Delhi's coronavirus case count rises to 3.17 lakh

Delhi's coronavirus infection tally rose to 3.17 lakh with authorities reporting 3,324 new cases today, while 44 fatalities took the number of deaths to 5,898.

This is the second consecutive day that the city reported more than 3,000 new cases. A total of 3,036 cases were recorded on Tuesday.

A total of 37,71,273 tests have been conducted in the national capital so far, which translates into 1.98 lakh tests per million population.",Real,Fact based
,,"Oct 14, 2020 20:06 (IST)
Coronavirus threatens to reverse progress in TB fight: WHO

The coronavirus pandemic threatens to reverse progress towards eliminating tuberculosis, until now the top infectious disease killer globally, the World Health Organization (WHO) has warned.

The countries hit hard by tuberculosis such as India and South Africa have seen resources usually allocated to diagnosing and treating TB diverted to fighting coronavirus, the WHO said.

The report estimated that TB could cause this year between 200,000 and 400,000 more deaths than the 1.4 million last year, even though remedies exist.",Real,Fact based
,,"Oct 14, 2020 19:40 (IST)
Gujarat coronavirus case count rises to 1,55,098

The number of coronavirus cases in Gujarat increased to 1,55,098 with an addition of 1,175 cases today, the state health department said.

With 11 COVID-19 patients dying due to coronavirus, the state's death count rose to 3,598, it said.

Daily recoveries continued to outnumber new cases in the state, with 1,414 patients getting discharged today, taking the number of recovered cases to 1,36,541.

The state's recovery rate further improved to 88.04 per cent.",Real,Fact based
,,"Oct 14, 2020 17:49 (IST)
Karnataka: CM BS Yediyurappa today chaired a meeting with state ministers & senior officials, to discuss further action to be taken to control the spread of #COVID19.

Deputy CM CN Ashwathnarayan, Medical Education & Health Minister Dr. K Sudhakar, also attended the meeting.",Real,Fact based
,,"Oct 14, 2020 16:47 (IST)
Centre to import 1 lakh MT of medical oxygen as Covid cases rise: Report

The Health Ministry has initiated the process of importing liquid oxygen as part of its preparedness to meet any unforeseen shortage during the winters when the country may witness an increase in COVID-19 cases leading to a rise in demand for oxygen, according to news agency PTI.

HLL Lifecare Limited, a public sector undertaking, has floated a global tender on behalf of the Health Ministry for procuring one lakh metric tonne of liquid oxygen.",Real,Fact based
,,"Oct 14, 2020 16:28 (IST)
Pandemic underscored need for greater global cooperation: President Ram Nath Kovind

President Ram Nath Kovind said the coronavirus pandemic has underscored the need for greater global cooperation to ensure collective health and economic well-being of people.

He also expressed optimism that the international community will soon find a solution to the pandemic and will emerge stronger and more resilient from the crisis.

""President Kovind remarked that the COVID-19 pandemic has underscored the need for greater global cooperation to ensure our collective health and economic well-being,"" a statement issued by Rashtrapati Bhavan said.",Real,Fact based
,,"Oct 14, 2020 15:36 (IST)
Coronavirus: 47 Per Cent COVID-19 Deaths In India Aged Below 60 Years: Centre

About 47 per cent of the COVID-19 deaths in the country have been recorded among those aged below 60 years, the Centre said on Tuesday and cautioned against any laxity towards taking precautions, stating that respiratory diseases escalate in winter.",Real,Fact based
,,"Oct 14, 2020 14:04 (IST)
Delhi: Resident doctors of Hindu Rao Hospital continue their protest alleging salary non-payment over the last few months. ""Government called us COVID warriors, showered flowers on us but we are not getting salaries. It is our right which we are being denied,"" says a protestor.",Real,Fact based
,,"Oct 14, 2020 13:12 (IST)
Coronavirus News: Movie Theatres Set to Open from Tomorrow at 50% Capacity

""Our preparations for running operations are very solid & we have been training for it for the last 7 months. We aim to provide a safe movie experience during COVID,"" says Regional Operations Head, Miraj Cinemas.",Real,Fact based
,,"Oct 14, 2020 13:05 (IST)
Shopkeepers outside Shirdi Sai Baba Temple say they are incurring losses due to state government's decision of not opening religious places in the state. A shopkeeper says, ""We suffered financial loss due to COVID included lockdown and now govt is adding on to our misery.""",Real,Fact based
,,"Oct 14, 2020 12:56 (IST)
Coronavirus News: Jharkhand Reports 701 New COVID-19 Cases

Jharkhand's COVID-19 tally mounted to 93,736 as 701 more people tested positive for the infection, a health department official said on Wednesday. Seven more patients succumbed to the disease, taking the state's coronavirus death toll to 805, he said. Of the fresh fatalities, four were recorded in Ranchi, two in Dhanbad and one in Chatra.",Real,Fact based
,,"Oct 14, 2020 12:34 (IST)
Coronavirus: Odisha's COVID-19 Tally Climbs To 2,59,541

Odisha's COVID-19 tally surged to 2,59,541 on Wednesday as 2,604 people tested positive for the disease, while 15 more fatalities pushed the death toll to 1,072, a health department official said. The state's quarantine centres reported 1,511 infections and the remaining cases were detected during contact tracing.",Real,Fact based
,,"Oct 14, 2020 12:15 (IST)
COVID-19 Deaths In Puducherry Climbs To 568

A 36-year-old man succumbed to coronavirus in Puducherry on Wednesday, raising deaths to 568 in the union territory. Director of Health and Family Welfare S Mohan Kumar said in a release that 246 new cases were identified at the end of examination of 4,521 samples, pushing the caseload to 32,245.",Real,Fact based
,,"Nov 06, 2020 02:28 (IST)
Bengal records highest one-day recovery of 4,187 COVID patients

West Bengal on Thursday registered the highest single-day recovery of 4,187 COVID-19 patients, taking the total number of cured people to 3,50,449, the health department said in a bulletin.

The discharge rate is now 89.05 per cent, it said.

The death count mounted to 7,122 with 54 more fatalities. The bulletin said that 3,948 people tested positive for the infection pushing the tally to 3,93,524.",Real,Fact based
,,"Nov 06, 2020 00:38 (IST)
Bangladesh Signs Deal With India For 30 Million Doses Of COVID-19 Vaccine
Bangladesh signed a deal with the Serum Institute of India on Thursday to buy 30 million doses of a potential coronavirus vaccine being developed by British drugmaker AstraZeneca.",Real,Fact based
,,"Nov 05, 2020 23:58 (IST)
Andaman and Nicobar reports 14 new COVID-19 cases and 12 recoveries today.

Total number of cases in the Union Territory now at 4,403 including 168 active cases, 60 deaths and 4,175 recoveries: Andaman and Nicobar Administration",Real,Fact based
,,"Nov 05, 2020 23:40 (IST)
Assam reports 313 new COVID-19 cases and 761 discharges today.

Total cases in the State rise to 2,08,054, including 1,99,455 discharges and 934 deaths. Active cases at 7,662: State Health Minister Himanta Biswa Sarma",Real,Fact based
,,"Nov 05, 2020 22:49 (IST)
Jharkhand reports 355 new COVID-19 cases and 484 recoveries today. Total number of cases now at 1,03,543 including 97,964 recoveries, 894 deaths and 4,685 active cases: State Health Department",Real,Fact based
,,"Nov 05, 2020 21:46 (IST)
Delhi Seeks More ICU Beds As Centre Asks Capital To Increase RT-PCR Tests
Union Health Minister Dr Harsh Vardhan today met with Delhi's Health Minister Satyendar Jain, its Lieutenant Governor Anil Baijal and other officials to discuss the national capital's spike in coronavirus cases over the last two days. The capital has recorded over 6,000 cases of coronavirus on Tuesday and Wednesday.

The Union minister has asked the Delhi government to conduct more RT-PCR tests and improve its Antigen to RT-PCR ratio while the Delhi government has asked the Centre for more ICU beds in AIIMS and other central government hospitals.

India's coronavirus recovery rate is currently more than 92% while that of Delhi is 89%, the Union minister pointed out at the meeting. The national death rate is 1.49% while that of Delhi is 1.71%.",Real,Fact based
